x,y,z
869,825,3186
892,825,3186
906,818,3157
928,818,3157
950,818,3157
963,811,3129
847,803,3186
869,803,3186
892,803,3186
906,796,3157
928,796,3157
950,796,3157
972,796,3157
994,796,3157
847,781,3186
861,774,3157
884,774,3157
898,767,3129
919,767,3129
950,774,3157
972,774,3157
994,774,3157
1016,774,3157
825,758,3186
847,758,3186
861,752,3157
876,745,3129
890,738,3101
919,745,3129
950,752,3157
972,752,3157
994,752,3157
1025,758,3186
825,736,3186
839,729,3157
861,729,3157
884,729,3157
898,723,3129
919,723,3129
950,729,3157
972,729,3157
1003,736,3186
1025,736,3186
825,714,3186
839,707,3157
854,701,3129
884,707,3157
906,707,3157
928,707,3157
950,707,3157
972,707,3157
994,707,3157
1016,707,3157
818,704,3246
832,698,3216
847,691,3186
861,685,3157
884,685,3157
906,685,3157
928,685,3157
950,685,3157
972,685,3157
1003,691,3186
840,682,3246
855,675,3216
869,669,3186
884,663,3157
906,663,3157
919,657,3129
941,657,3129
972,663,3157
1003,669,3186
847,647,3186
861,641,3157
884,641,3157
906,641,3157
928,641,3157
950,641,3157
972,641,3157
994,641,3157
869,624,3186
892,624,3186
906,619,3157
928,619,3157
950,619,3157
972,619,3157
994,619,3157
1035,630,3216
869,602,3186
892,602,3186
906,597,3157
928,597,3157
950,597,3157
972,597,3157
994,597,3157
1025,602,3186
1048,602,3186
1060,597,3157
1073,591,3129
861,575,3157
892,580,3186
914,580,3186
936,580,3186
959,580,3186
981,580,3186
1003,580,3186
1025,580,3186
1048,580,3186
1060,575,3157
1063,564,3101
1075,559,3073
1107,564,3101
1139,569,3129
892,558,3186
914,558,3186
945,563,3216
959,558,3186
981,558,3186
1003,558,3186
1016,552,3157
1038,552,3157
1051,548,3129
1063,543,3101
1075,538,3073
1097,538,3073
1118,538,3073
1130,533,3046
940,551,3277
954,545,3246
968,540,3216
981,535,3186
994,530,3157
1016,530,3157
1029,526,3129
1051,526,3129
1054,516,3073
1075,516,3073
1097,516,3073
1118,516,3073
1140,516,3073
1172,521,3101
935,538,3341
949,533,3309
963,528,3277
977,523,3246
981,513,3186
1003,513,3186
1007,504,3129
1020,499,3101
1041,499,3101
1054,495,3073
1075,495,3073
1087,490,3046
1108,490,3046
1130,490,3046
1161,495,3073
929,524,3406
944,519,3373
949,510,3309
954,500,3246
968,495,3216
981,491,3186
994,486,3157
1007,482,3129
1020,477,3101
1032,473,3073
1054,473,3073
1066,469,3046
1087,469,3046
1108,469,3046
1130,469,3046
1161,473,3073
1183,473,3073
939,506,3440
935,491,3341
949,486,3309
945,473,3216
959,468,3186
972,464,3157
985,460,3129
1007,460,3129
1020,456,3101
1032,452,3073
1054,452,3073
1066,448,3046
1087,448,3046
1108,448,3046
1130,448,3046
1151,448,3046
1172,448,3046
943,496,3546
929,477,3406
926,463,3309
949,463,3309
936,446,3186
959,446,3186
972,442,3157
985,438,3129
1007,438,3129
1011,430,3073
1032,430,3073
1054,430,3073
1066,426,3046
1087,426,3046
1108,426,3046
1130,426,3046
1151,426,3046
1172,426,3046
915,457,3440
929,453,3406
917,436,3277
923,428,3216
936,424,3186
950,420,3157
972,420,3157
976,412,3101
998,412,3101
1020,412,3101
1032,409,3073
1044,405,3046
1066,405,3046
1087,405,3046
1108,405,3046
1130,405,3046
1151,405,3046
1162,401,3019
1183,401,3019
920,425,3373
892,401,3186
914,401,3186
936,401,3186
950,398,3157
963,394,3129
976,391,3101
998,391,3101
1011,387,3073
1032,387,3073
1054,387,3073
1066,384,3046
