x,y,z
-625,669,3186
-603,669,3186
-580,669,3186
-558,669,3186
-541,675,3216
-523,682,3246
-659,659,3246
-625,647,3186
-603,647,3186
-575,641,3157
-558,647,3186
-536,647,3186
-518,653,3216
-491,647,3186
-659,636,3246
-625,624,3186
-603,624,3186
-575,619,3157
-558,624,3186
-536,624,3186
-513,624,3186
-491,624,3186
-647,602,3186
-625,602,3186
-603,602,3186
-575,597,3157
-558,602,3186
-536,602,3186
-513,602,3186
-496,608,3216
-478,614,3246
-647,580,3186
-619,575,3157
-597,575,3157
-575,575,3157
-553,575,3157
-536,580,3186
-513,580,3186
-500,591,3246
-487,602,3309
-676,563,3216
-647,558,3186
-619,552,3157
-603,558,3186
-580,558,3186
-558,558,3186
-536,558,3186
-513,558,3186
-500,568,3246
-482,573,3277
-647,535,3186
-625,535,3186
-603,535,3186
-580,535,3186
-558,535,3186
-536,535,3186
-518,540,3216
-500,545,3246
-482,551,3277
-464,556,3309
-647,513,3186
-625,513,3186
-603,513,3186
-580,513,3186
-558,513,3186
-541,518,3216
-518,518,3216
-500,523,3246
-482,528,3277
-459,528,3277
-625,491,3186
-608,495,3216
-580,491,3186
-558,491,3186
-541,495,3216
-523,500,3246
-505,505,3277
-482,505,3277
-464,510,3309
-441,510,3309
-417,510,3309
-394,510,3309
-371,510,3309
-608,473,3216
-586,473,3216
-563,473,3216
-546,477,3246
-528,482,3277
-505,482,3277
-487,486,3309
-464,486,3309
-441,486,3309
-413,482,3277
-390,482,3277
-368,482,3277
-345,482,3277
-322,482,3277
-276,482,3277
-591,454,3246
-569,454,3246
-551,459,3277
-528,459,3277
-505,459,3277
-487,463,3309
-459,459,3277
-441,463,3309
-413,459,3277
-390,459,3277
-364,454,3246
-341,454,3246
-319,454,3246
-299,459,3277
-276,459,3277
-253,459,3277
-563,428,3216
-551,436,3277
-533,440,3309
-510,440,3309
-487,440,3309
-464,440,3309
-441,440,3309
-413,436,3277
-387,432,3246
-364,432,3246
-341,432,3246
-319,432,3246
-296,432,3246
-276,436,3277
-253,436,3277
-226,428,3216
-615,442,3510
-578,433,3440
-544,425,3373
-510,417,3309
-487,417,3309
-464,417,3309
-441,417,3309
-413,413,3277
-387,409,3246
-364,409,3246
-345,413,3277
-319,409,3246
-293,405,3216
-271,405,3216
-250,409,3246
-230,413,3277
-207,413,3277
-646,422,3546
-615,418,3510
-578,409,3440
-544,401,3373
-515,397,3341
-487,394,3309
-464,394,3309
-436,390,3277
-413,390,3277
-387,386,3246
-364,386,3246
-345,390,3277
-319,386,3246
-293,383,3216
-271,383,3216
-253,390,3277
-230,390,3277
-207,390,3277
-184,390,3277
-161,390,3277
-671,397,3546
-646,397,3546
-609,389,3475
-573,381,3406
-544,378,3373
-515,374,3341
-482,367,3277
-459,367,3277
-436,367,3277
-413,367,3277
-390,367,3277
-368,367,3277
-345,367,3277
-322,367,3277
-296,363,3246
-273,363,3246
-253,367,3277
-230,367,3277
-207,367,3277
-184,367,3277
-161,367,3277
-139,370,3309
-671,372,3546
-646,372,3546
-603,361,3440
-573,357,3406
-544,354,3373
-520,354,3373
-487,347,3309
-459,344,3277
-436,344,3277
-413,344,3277
-390,344,3277
-368,344,3277
-345,344,3277
-322,344,3277
-299,344,3277
-276,344,3277
-253,344,3277
-230,344,3277
-207,344,3277
-184,344,3277
-161,344,3277
-139,347,3309
-117,351,3341
-678,351,3583
-646,347,3546
-609,340,3475
-573,334,3406
-544,330,3373
-530,337,3440
-487,324,3309
-459,321,3277
-436,321,3277
-413,321,3277
-394,324,3309
-368,321,3277
-345,321,3277
-322,321,3277
-299,321,3277
-276,321,3277
-253,321,3277
-230,321,3277
-207,321,3277
-184,321,3277
