x,y,z
672,803,3101
688,796,3073
703,789,3046
724,789,3046
752,796,3073
760,782,3019
645,775,3073
666,775,3073
688,775,3073
703,768,3046
724,768,3046
746,768,3046
767,768,3046
645,753,3073
666,753,3073
682,746,3046
703,746,3046
724,746,3046
746,746,3046
767,746,3046
788,746,3046
645,732,3073
666,732,3073
682,725,3046
703,725,3046
724,725,3046
746,725,3046
767,725,3046
795,732,3073
645,710,3073
666,710,3073
682,704,3046
703,704,3046
718,697,3019
746,704,3046
767,704,3046
788,704,3046
635,701,3129
651,695,3101
661,682,3046
682,682,3046
697,676,3019
718,676,3019
746,682,3046
767,682,3046
788,682,3046
640,685,3157
651,673,3101
666,667,3073
682,661,3046
703,661,3046
724,661,3046
746,661,3046
767,661,3046
651,651,3101
666,645,3073
682,640,3046
703,640,3046
731,645,3073
746,640,3046
767,640,3046
657,635,3129
672,630,3101
682,618,3046
703,618,3046
731,624,3073
752,624,3073
774,624,3073
654,655,3341
665,642,3277
669,624,3186
666,602,3073
682,597,3046
703,597,3046
731,602,3073
752,602,3073
625,625,3309
648,625,3309
665,619,3277
669,602,3186
672,586,3101
688,581,3073
709,581,3073
731,581,3073
759,586,3101
555,602,3309
584,608,3341
602,602,3309
619,596,3277
636,591,3246
658,591,3246
675,585,3216
685,575,3157
688,559,3073
716,564,3101
744,569,3129
780,580,3186
810,585,3216
847,580,3186
861,575,3157
537,585,3341
555,579,3309
579,579,3309
596,573,3277
613,568,3246
624,558,3186
658,568,3246
669,558,3186
685,552,3157
707,552,3157
729,552,3157
758,558,3186
787,563,3216
810,563,3216
832,563,3216
855,563,3216
878,563,3216
900,563,3216
504,551,3277
527,551,3277
550,551,3277
573,551,3277
596,551,3277
607,540,3216
630,540,3216
652,540,3216
669,535,3186
685,530,3157
713,535,3186
736,535,3186
765,540,3216
787,540,3216
802,535,3186
832,540,3216
847,535,3186
869,535,3186
892,535,3186
486,533,3309
509,533,3309
527,528,3277
550,528,3277
568,523,3246
590,523,3246
607,518,3216
630,518,3216
652,518,3216
669,513,3186
685,508,3157
713,513,3186
736,513,3186
751,508,3157
780,513,3186
802,513,3186
825,513,3186
847,513,3186
869,513,3186
892,513,3186
923,518,3216
486,510,3309
504,505,3277
527,505,3277
550,505,3277
568,500,3246
585,495,3216
607,495,3216
630,495,3216
652,495,3216
669,491,3186
691,491,3186
713,491,3186
736,491,3186
758,491,3186
780,491,3186
802,491,3186
825,491,3186
847,491,3186
869,491,3186
892,491,3186
931,500,3246
472,496,3373
486,486,3309
504,482,3277
527,482,3277
550,482,3277
568,477,3246
590,477,3246
613,477,3246
630,473,3216
646,468,3186
669,468,3186
691,468,3186
713,468,3186
742,473,3216
758,468,3186
780,468,3186
802,468,3186
825,468,3186
847,468,3186
878,473,3216
900,473,3216
923,473,3216
945,473,3216
444,468,3341
467,468,3341
486,463,3309
504,459,3277
527,459,3277
550,459,3277
568,454,3246
585,450,3216
607,450,3216
624,446,3186
646,446,3186
669,446,3186
691,446,3186
713,446,3186
742,450,3216
765,450,3216
780,446,3186
802,446,3186
825,446,3186
847,446,3186
869,446,3186
892,446,3186
914,446,3186
945,450,3216
440,440,3309
463,440,3309
481,436,3277
504,436,3277
527,436,3277
550,436,3277
562,428,3216
585,428,3216
607,428,3216
624,424,3186
646,424,3186
669,424,3186
691,424,3186
713,424,3186
736,424,3186
765,428,3216
780,424,3186
802,424,3186
825,424,3186
847,424,3186
869,424,3186
892,424,3186
923,428,3216
963,436,3277
425,425,3373
444,421,3341
463,417,3309
481,413,3277
504,413,3277
527,413,3277
550,413,3277
568,409,3246
585,405,3216
602,401,3186
624,401,3186
646,401,3186
669,401,3186
697,405,3216
713,401,3186
736,401,3186
765,405,3216
780,401,3186
802,401,3186
825,401,3186
847,401,3186
878,405,3216
892,401,3186
931,409,3246
963,413,3277
977,409,3246
429,405,3406
444,397,3341
463,394,3309
486,394,3309
504,390,3277
527,390,3277
550,390,3277
568,386,3246
579,379,3186
602,379,3186
624,379,3186
646,379,3186
669,379,3186
697,383,3216
727,386,3246
736,379,3186
758,379,3186
780,379,3186
795,376,3157
825,379,3186
847,379,3186
869,379,3186
892,379,3186
923,383,3216
954,386,3246
977,386,3246
999,386,3246
405,381,3406
429,381,3406
444,374,3341
463,370,3309
486,370,3309
504,367,3277
527,367,3277
550,367,3277
573,367,3277
596,367,3277
607,360,3216
630,360,3216
646,357,3186
669,357,3186
697,360,3216
727,363,3246
729,353,3157
751,353,3157
780,357,3186
802,357,3186
817,353,3157
847,357,3186
878,360,3216
908,363,3246
931,363,3246
963,367,3277
977,363,3246
990,360,3216
405,357,3406
425,354,3373
444,351,3341
463,347,3309
486,347,3309
509,347,3309
532,347,3309
550,344,3277
573,344,3277
590,341,3246
607,337,3216
630,337,3216
646,334,3186
675,337,3216
697,337,3216
713,334,3186
729,331,3157
758,334,3186
780,334,3186
795,331,3157
817,331,3157
847,334,3186
878,337,3216
908,341,3246
940,344,3277
963,344,3277
977,341,3246
990,337,3216
385,337,3440
405,334,3406
425,330,3373
444,327,3341
463,324,3309
486,324,3309
509,324,3309
532,324,3309
550,321,3277
573,321,3277
590,318,3246
607,315,3216
630,315,3216
646,312,3186
669,312,3186
691,312,3186
713,312,3186
736,312,3186
758,312,3186
780,312,3186
795,309,3157
825,312,3186
847,312,3186
878,315,3216
908,318,3246
940,321,3277
963,321,3277
977,318,3246
1009,321,3277
381,310,3406
401,307,3373
420,304,3341
444,304,3341
467,304,3341
504,298,3277
532,301,3309
550,298,3277
573,298,3277
596,298,3277
607,292,3216
624,290,3186
646,290,3186
669,290,3186
691,290,3186
720,292,3216
736,290,3186
751,287,3157
773,287,3157
802,290,3186
825,290,3186
847,290,3186
878,292,3216
917,298,3277
940,298,3277
963,298,3277
986,298,3277
1029,304,3341
354,283,3373
377,283,3373
397,280,3341
420,280,3341
444,280,3341
501,301,3583
526,301,3583
514,280,3341
532,278,3309
555,278,3309
573,275,3277
590,272,3246
607,270,3216
624,267,3186
652,270,3216
675,270,3216
697,270,3216
720,270,3216
736,267,3186
758,267,3186
773,265,3157
795,265,3157
825,267,3186
847,267,3186
878,270,3216
926,278,3309
949,278,3309
972,278,3309
996,278,3309
1019,278,3309
1042,278,3309
354,259,3373
374,257,3341
397,257,3341
420,257,3341
501,276,3583
521,273,3546
524,262,3406
543,259,3373
555,255,3309
573,252,3277
590,250,3246
607,247,3216
624,245,3186
652,247,3216
675,247,3216
691,245,3186
713,245,3186
736,245,3186
758,245,3186
780,245,3186
802,245,3186
832,247,3216
847,245,3186
869,245,3186
926,255,3309
949,255,3309
972,255,3309
996,255,3309
1009,252,3277
1032,252,3277
330,236,3373
350,234,3341
370,231,3309
393,231,3309
420,234,3341
505,241,3440
524,238,3406
543,236,3373
555,231,3309
573,229,3277
596,229,3277
607,225,3216
630,225,3216
652,225,3216
669,223,3186
691,223,3186
713,223,3186
736,223,3186
758,223,3186
780,223,3186
802,223,3186
832,225,3216
855,225,3216
878,225,3216
949,231,3309
972,231,3309
996,231,3309
1009,229,3277
1032,229,3277
1065,231,3309
324,208,3309
347,208,3309
370,208,3309
393,208,3309
416,208,3309
500,214,3406
524,214,3406
543,212,3373
555,208,3309
573,206,3277
590,204,3246
607,202,3216
630,202,3216
665,206,3277
675,202,3216
691,200,3186
713,200,3186
736,200,3186
765,202,3216
787,202,3216
802,200,3186
825,200,3186
855,202,3216
903,208,3309
949,208,3309
972,208,3309
986,206,3277
1009,206,3277
1032,206,3277
1055,206,3277
324,185,3309
347,185,3309
370,185,3309
393,185,3309
505,192,3440
524,190,3406
543,189,3373
555,185,3309
573,183,3277
596,183,3277
607,180,3216
630,180,3216
652,180,3216
675,180,3216
691,178,3186
713,178,3186
736,178,3186
765,180,3216
787,180,3216
810,180,3216
832,180,3216
855,180,3216
903,185,3309
982,187,3341
996,185,3309
1009,183,3277
1032,183,3277
1055,183,3277
1078,183,3277
324,162,3309
344,160,3277
367,160,3277
505,168,3440
524,167,3406
543,165,3373
561,163,3341
573,160,3277
596,160,3277
607,157,3216
624,156,3186
646,156,3186
675,157,3216
697,157,3216
713,156,3186
736,156,3186
758,156,3186
780,156,3186
810,157,3216
825,156,3186
855,157,3216
903,162,3309
1015,165,3373
1019,162,3309
1032,160,3277
1055,160,3277
1078,160,3277
321,137,3277
340,136,3246
363,136,3246
505,144,3440
524,143,3406
543,141,3373
