x,y,z
-451,766,3216
-536,736,3186
-509,729,3157
-487,729,3157
-469,736,3186
-447,736,3186
-424,736,3186
-536,714,3186
-509,707,3157
-487,707,3157
-465,707,3157
-447,714,3186
-424,714,3186
-402,714,3186
-553,685,3157
-531,685,3157
-509,685,3157
-487,685,3157
-465,685,3157
-447,691,3186
-424,691,3186
-410,704,3246
-390,711,3277
-553,663,3157
-531,663,3157
-509,663,3157
-487,663,3157
-465,663,3157
-447,669,3186
-424,669,3186
-406,675,3216
-390,688,3277
-558,647,3186
-531,641,3157
-509,641,3157
-487,641,3157
-465,641,3157
-447,647,3186
-424,647,3186
-406,653,3216
-387,659,3246
-558,624,3186
-531,619,3157
-509,619,3157
-487,619,3157
-469,624,3186
-447,624,3186
-424,624,3186
-402,624,3186
-383,630,3216
-553,597,3157
-536,602,3186
-513,602,3186
-491,602,3186
-465,597,3157
-447,602,3186
-428,608,3216
-406,608,3216
-387,614,3246
-536,580,3186
-513,580,3186
-491,580,3186
-469,580,3186
-447,580,3186
-432,591,3246
-410,591,3246
-390,596,3277
-541,563,3216
-513,558,3186
-496,563,3216
-473,563,3216
-451,563,3216
-432,568,3246
-413,573,3277
-394,579,3309
-371,579,3309
-513,535,3186
-496,540,3216
-473,540,3216
-451,540,3216
-436,551,3277
-417,556,3309
-394,556,3309
-371,556,3309
-345,551,3277
-322,551,3277
-299,551,3277
-276,551,3277
-505,528,3277
-473,518,3216
-451,518,3216
-441,533,3309
-417,533,3309
-394,533,3309
-371,533,3309
-345,528,3277
-322,528,3277
-299,528,3277
-273,523,3246
-250,523,3246
-228,523,3246
-515,514,3341
-492,514,3341
-459,505,3277
-441,510,3309
-417,510,3309
-394,510,3309
-371,510,3309
-345,505,3277
-322,505,3277
-296,500,3246
-271,495,3216
-248,495,3216
-228,500,3246
-205,500,3246
-186,510,3309
-571,521,3546
-536,511,3475
-501,501,3406
-468,491,3341
-441,486,3309
-417,486,3309
-394,486,3309
-368,482,3277
-345,482,3277
-319,477,3246
-296,477,3246
-271,473,3216
-248,473,3216
-228,477,3246
-205,477,3246
-184,482,3277
-161,482,3277
-571,496,3546
-536,486,3475
-506,482,3440
-477,477,3406
-445,468,3341
-417,463,3309
-394,463,3309
-368,459,3277
-345,459,3277
-319,454,3246
-296,454,3246
-271,450,3216
-248,450,3216
-226,450,3216
-205,454,3246
-184,459,3277
-161,459,3277
-138,459,3277
-615,487,3659
-566,467,3510
-530,457,3440
-501,453,3406
-473,448,3373
-449,448,3373
-417,440,3309
-394,440,3309
-368,436,3277
-345,436,3277
-322,436,3277
-296,432,3246
-273,432,3246
-248,428,3216
-228,432,3246
-205,432,3246
-182,432,3246
-160,432,3246
-138,436,3277
-114,432,3246
-602,451,3583
-560,438,3475
-530,433,3440
-496,425,3373
-468,421,3341
-445,421,3341
-417,417,3309
-390,413,3277
-368,413,3277
-345,413,3277
-322,413,3277
-296,409,3246
-276,413,3277
-250,409,3246
-230,413,3277
-205,409,3246
-181,405,3216
-160,409,3246
-138,413,3277
-115,413,3277
-93,417,3309
-596,422,3546
-560,413,3475
-525,405,3406
-496,401,3373
-464,394,3309
-441,394,3309
-417,394,3309
-390,390,3277
-368,390,3277
-345,390,3277
-322,390,3277
-296,386,3246
-273,386,3246
-253,390,3277
-230,390,3277
-205,386,3246
-181,383,3216
-158,383,3216
-138,390,3277
-116,394,3309
-92,390,3277
-70,394,3309
-621,397,3546
-596,397,3546
-566,393,3510
-530,385,3440
-501,381,3406
-468,374,3341
-445,374,3341
-417,370,3309
-394,370,3309
-368,367,3277
-345,367,3277
-322,367,3277
-299,367,3277
-276,367,3277
-253,367,3277
-230,367,3277
-207,367,3277
-182,363,3246
-160,363,3246
-138,367,3277
-115,367,3277
-92,367,3277
-70,370,3309
-46,367,3277
-621,372,3546
-596,372,3546
-566,368,3510
-530,361,3440
-501,357,3406
-473,354,3373
-445,351,3341
-417,347,3309
-394,347,3309
-371,347,3309
-345,344,3277
-322,344,3277
-299,344,3277
-276,344,3277
-253,344,3277
-232,347,3309
-207,344,3277
-184,344,3277
-160,341,3246
-138,344,3277
-115,344,3277
-92,344,3277
-70,347,3309
-46,344,3277
-23,344,3277
-621,347,3546
-602,351,3583
-571,347,3546
-530,337,3440
-496,330,3373
-473,330,3373
-445,327,3341
-417,324,3309
-394,324,3309
-371,324,3309
-345,321,3277
-322,321,3277
-299,321,3277
-276,321,3277
-255,324,3309
-232,324,3309
-209,324,3309
-184,321,3277
-160,318,3246
-137,318,3246
-115,321,3277
-92,321,3277
-69,321,3277
-46,321,3277
-23,321,3277
-685,329,3621
-660,329,3621
-628,326,3583
-602,326,3583
-571,322,3546
-525,310,3406
-496,307,3373
-473,307,3373
-445,304,3341
-417,301,3309
-394,301,3309
-371,301,3309
-345,298,3277
-322,298,3277
-302,301,3309
-278,301,3309
-255,301,3309
-232,301,3309
-211,304,3341
-186,301,3309
-161,298,3277
-138,298,3277
-117,304,3341
-93,301,3309
-70,301,3309
-46,298,3277
-23,298,3277
0,301,3309
-892,289,3440
-859,286,3406
-819,289,3440
-728,301,3583
-703,301,3583
-678,301,3583
-660,304,3621
-628,301,3583
-602,301,3583
-571,298,3546
-525,286,3406
-496,283,3373
-473,283,3373
-449,283,3373
-417,278,3309
-394,278,3309
-371,278,3309
-348,278,3309
-325,278,3309
-302,278,3309
-278,278,3309
-258,280,3341
-234,280,3341
-213,283,3373
-189,283,3373
-163,278,3309
-141,280,3341
-70,278,3309
-46,275,3277
-23,275,3277
0,278,3309
-901,267,3475
-876,267,3475
-843,265,3440
-811,262,3406
-795,265,3440
-779,267,3475
-770,273,3546
-745,273,3546
-728,276,3583
-703,276,3583
-678,276,3583
-653,276,3583
-634,279,3621
-609,279,3621
-577,276,3583
-530,265,3440
-496,259,3373
-468,257,3341
-449,259,3373
-417,255,3309
-394,255,3309
-371,255,3309
-348,255,3309
-328,257,3341
-305,257,3341
-284,259,3373
-258,257,3341
-234,257,3341
-213,259,3373
-191,262,3406
-167,262,3406
-142,259,3373
-117,257,3341
-69,252,3277
-47,255,3309
-24,255,3309
0,255,3309
23,257,3341
-795,241,3440
-779,243,3475
-762,245,3510
-745,248,3546
-728,251,3583
-710,253,3621
-678,251,3583
-660,253,3621
-641,256,3659
-609,253,3621
-530,241,3440
-501,238,3406
-473,236,3373
-449,236,3373
-417,231,3309
-394,231,3309
-371,231,3309
-348,231,3309
-328,234,3341
-305,234,3341
-281,234,3341
-258,234,3341
-237,236,3373
-215,238,3406
-191,238,3406
-166,236,3373
-142,236,3373
-117,234,3341
-93,231,3309
-47,234,3341
-24,231,3309
0,234,3341
23,231,3309
-751,233,3698
-725,233,3698
-525,214,3406
-501,214,3406
-477,214,3406
-449,212,3373
-417,208,3309
-390,206,3277
-371,208,3309
-348,208,3309
-328,210,3341
-305,210,3341
-281,210,3341
-258,210,3341
-237,212,3373
-215,214,3406
-191,214,3406
-167,214,3406
-142,212,3373
-120,214,3406
-24,210,3341
0,210,3341
23,208,3309
-506,192,3440
-477,190,3406
-449,189,3373
-417,185,3309
-394,185,3309
-371,185,3309
-348,185,3309
-325,185,3309
-305,187,3341
-284,189,3373
-260,189,3373
-237,189,3373
-213,189,3373
-189,189,3373
-166,189,3373
-144,190,3406
-119,189,3373
0,187,3341
23,187,3341
46,187,3341
-511,170,3475
-477,167,3406
-454,167,3406
-426,165,3373
-398,163,3341
-375,163,3341
-351,163,3341
-328,163,3341
-307,165,3373
-284,165,3373
-260,165,3373
-239,167,3406
-213,165,3373
-188,163,3341
-166,165,3373
-144,167,3406
-119,165,3373
0,163,3341
23,163,3341
46,163,3341
-511,146,3475
-477,143,3406
-454,143,3406
-430,143,3406
-402,141,3373
-378,141,3373
-355,141,3373
-331,141,3373
-307,141,3373
-281,140,3341
-260,141,3373
-239,143,3406
-213,141,3373
-188,140,3341
-166,141,3373
-144,143,3406
-120,143,3406
23,140,3341
46,139,3309
-506,120,3440
-477,119,3406
-454,119,3406
-426,118,3373
-402,118,3373
-378,118,3373
-355,118,3373
-331,118,3373
-307,118,3373
-284,118,3373
-263,119,3406
-237,118,3373
-211,117,3341
-189,118,3373
-166,118,3373
-142,118,3373
23,117,3341
46,117,3341
69,115,3309
-482,96,3440
-454,95,3406
-430,95,3406
-406,95,3406
-382,95,3406
-358,95,3406
-331,94,3373
-307,94,3373
-284,94,3373
-260,94,3373
-234,93,3341
-209,92,3309
-188,93,3341
-166,94,3373
-145,96,3440
23,93,3341
46,93,3341
70,93,3341
-482,72,3440
-454,71,3406
-430,71,3406
-406,71,3406
-382,71,3406
-358,71,3406
-334,71,3406
-307,70,3373
-281,70,3341
-263,71,3406
-234,70,3341
-209,69,3309
-188,70,3341
-167,71,3406
-145,72,3440
23,69,3309
46,70,3341
70,70,3341
-482,48,3440
-458,48,3440
-430,47,3406
-406,47,3406
-382,47,3406
-358,47,3406
-334,47,3406
-307,47,3373
-281,46,3341
-258,46,3341
-237,47,3373
-213,47,3373
-191,47,3406
-169,48,3440
23,46,3309
46,46,3309
69,46,3309
-482,24,3440
-458,24,3440
-430,23,3406
-406,23,3406
-382,23,3406
-358,23,3406
-334,23,3406
-307,23,3373
-281,23,3341
-260,23,3373
-239,23,3406
-215,23,3406
-193,24,3440
-169,24,3440
0,23,3373
23,23,3341
46,23,3309
69,23,3309
-487,0,3475
-458,0,3440
-430,0,3406
-410,0,3440
-382,0,3406
-358,0,3406
-334,0,3406
-310,0,3406
-284,0,3373
-263,0,3406
-239,0,3406
-215,0,3406
-191,0,3406
-169,0,3440
0,0,3373
23,0,3341
46,0,3341
-516,-25,3510
-482,-25,3440
-458,-25,3440
-430,-24,3406
-406,-24,3406
-382,-24,3406
-355,-24,3373
-331,-24,3373
-307,-24,3373
-284,-24,3373
-263,-24,3406
-239,-24,3406
-213,-24,3373
-191,-24,3406
-169,-25,3440
-145,-25,3440
0,-24,3309
23,-24,3309
46,-24,3309
-541,-50,3510
-511,-49,3475
-482,-49,3440
-454,-48,3406
-430,-48,3406
-402,-48,3373
-375,-47,3341
-351,-47,3341
-328,-47,3341
-305,-47,3341
-284,-48,3373
-260,-48,3373
-239,-48,3406
-215,-48,3406
-191,-48,3406
-169,-49,3440
0,-47,3309
22,-46,3277
-530,-73,3440
-506,-73,3440
-477,-72,3406
-454,-72,3406
-430,-72,3406
-402,-71,3373
-375,-71,3341
-351,-71,3341
-325,-70,3309
-305,-71,3341
-284,-71,3373
-260,-71,3373
-239,-72,3406
-215,-72,3406
-191,-72,3406
-169,-73,3440
-554,-97,3440
-530,-97,3440
-506,-97,3440
-482,-97,3440
-458,-97,3440
-430,-96,3406
-402,-95,3373
-375,-94,3341
-351,-94,3341
-325,-93,3309
-302,-93,3309
-284,-95,3373
-260,-95,3373
-237,-95,3373
-215,-96,3406
-191,-96,3406
-169,-97,3440
-549,-120,3406
-520,-119,3373
-506,-121,3440
-482,-121,3440
-458,-121,3440
-430,-120,3406
-402,-119,3373
-375,-118,3341
-348,-116,3309
-325,-116,3309
-302,-116,3309
-281,-118,3341
-260,-119,3373
-237,-119,3373
-215,-120,3406
-191,-120,3406
-167,-120,3406
-584,-147,3475
-549,-144,3406
-525,-144,3406
-501,-144,3406
-477,-144,3406
-458,-145,3440
-430,-144,3406
-402,-142,3373
-378,-142,3373
-348,-140,3309
-325,-140,3309
-302,-140,3309
-281,-141,3341
-260,-142,3373
-237,-142,3373
-215,-144,3406
-191,-144,3406
-167,-144,3406
-573,-168,3406
-549,-168,3406
-525,-168,3406
-501,-168,3406
-477,-168,3406
-458,-169,3440
-434,-169,3440
-394,-163,3309
-375,-164,3341
-348,-163,3309
-325,-163,3309
-302,-163,3309
-281,-164,3341
-258,-164,3341
-234,-164,3341
-213,-166,3373
-191,-168,3406
-167,-168,3406
-573,-191,3406
-549,-191,3406
-525,-191,3406
-501,-191,3406
-477,-191,3406
-458,-193,3440
-434,-193,3440
-402,-190,3373
-371,-186,3309
-348,-186,3309
-325,-186,3309
-302,-186,3309
-281,-188,3341
-258,-188,3341
-232,-186,3309
-211,-188,3341
-189,-190,3373
-166,-190,3373
-573,-215,3406
-549,-215,3406
-525,-215,3406
-496,-213,3373
-477,-215,3406
-454,-215,3406
-430,-215,3406
-402,-213,3373
-371,-209,3309
-348,-209,3309
-325,-209,3309
-302,-209,3309
-281,-211,3341
-255,-209,3309
-232,-209,3309
-211,-211,3341
-188,-211,3341
-163,-209,3309
-578,-242,3440
-549,-239,3406
-525,-239,3406
-501,-239,3406
-477,-239,3406
-454,-239,3406
-430,-239,3406
-406,-239,3406
-375,-235,3341
-348,-232,3309
-325,-232,3309
-302,-232,3309
-278,-232,3309
-255,-232,3309
-232,-232,3309
-211,-235,3341
-188,-235,3341
-163,-232,3309
-573,-263,3406
-549,-263,3406
-525,-263,3406
-496,-260,3373
-477,-263,3406
-454,-263,3406
-430,-263,3406
-406,-263,3406
-378,-260,3373
-348,-256,3309
-325,-256,3309
-302,-256,3309
-276,-253,3277
-255,-256,3309
-232,-256,3309
-211,-258,3341
-189,-260,3373
-163,-256,3309
-567,-284,3373
-544,-284,3373
-520,-284,3373
-501,-287,3406
-477,-287,3406
-449,-284,3373
-430,-287,3406
-406,-287,3406
-378,-284,3373
-348,-279,3309
-325,-279,3309
-302,-279,3309
