x,y,z
-538,538,3073
-517,538,3073
-500,543,3101
-487,552,3157
-469,558,3186
-565,521,3101
-538,516,3073
-517,516,3073
-495,516,3073
-478,521,3101
-460,526,3129
-439,526,3129
-597,508,3157
-560,495,3073
-538,495,3073
-517,495,3073
-495,495,3073
-478,499,3101
-460,504,3129
-439,504,3129
-592,482,3129
-560,473,3073
-538,473,3073
-517,473,3073
-495,473,3073
-474,473,3073
-452,473,3073
-439,482,3129
-587,456,3101
-560,452,3073
-538,452,3073
-517,452,3073
-495,452,3073
-474,452,3073
-452,452,3073
-439,460,3129
-587,434,3101
-560,430,3073
-538,430,3073
-517,430,3073
-495,430,3073
-474,430,3073
-456,434,3101
-435,434,3101
-417,438,3129
-560,409,3073
-538,409,3073
-517,409,3073
-495,409,3073
-474,409,3073
-456,412,3101
-439,416,3129
-420,420,3157
-368,436,3277
-345,436,3277
-322,436,3277
-296,432,3246
-273,432,3246
-253,436,3277
-230,436,3277
-209,440,3309
-186,440,3309
-166,448,3373
-144,453,3406
-120,453,3406
-97,457,3440
-72,453,3406
-560,387,3073
-538,387,3073
-517,387,3073
-495,387,3073
-474,387,3073
-460,394,3129
-443,398,3157
-424,401,3186
-410,409,3246
-390,413,3277
-368,413,3277
-345,413,3277
-319,409,3246
-293,405,3216
-271,405,3216
-250,409,3246
-230,413,3277
-207,413,3277
-186,417,3309
-163,417,3309
-141,421,3341
-120,429,3406
-96,429,3406
-72,429,3406
-49,433,3440
-591,386,3246
-543,369,3101
-517,366,3073
-495,366,3073
-474,366,3073
-460,372,3129
-439,372,3129
-424,379,3186
-413,390,3277
-387,386,3246
-364,386,3246
-345,390,3277
-319,386,3246
-293,383,3216
-271,383,3216
-250,386,3246
-228,386,3246
-207,390,3277
-184,390,3277
-163,394,3309
-141,397,3341
-120,405,3406
-96,405,3406
-72,405,3406
-49,409,3440
-25,409,3440
-692,381,3406
-662,378,3373
-632,374,3341
-603,370,3309
-563,360,3216
-526,350,3129
-500,347,3101
-478,347,3101
-460,350,3129
-443,353,3157
-432,363,3246
-413,367,3277
-387,363,3246
-364,363,3246
-345,367,3277
-319,363,3246
-293,360,3216
-273,363,3246
-253,367,3277
-230,367,3277
-207,367,3277
-184,367,3277
-163,370,3309
-141,374,3341
-119,378,3373
-96,381,3406
-72,381,3406
-49,385,3440
-25,389,3475
0,401,3583
-795,361,3440
-771,361,3440
-740,357,3406
-702,351,3341
-679,351,3341
-655,351,3341
-632,351,3341
-609,351,3341
-574,344,3277
-536,334,3186
-509,331,3157
-478,325,3101
-460,328,3129
-443,331,3157
-428,337,3216
-410,341,3246
-387,341,3246
-368,344,3277
-345,344,3277
-319,341,3246
-293,337,3216
-271,337,3216
-250,341,3246
-230,344,3277
-207,344,3277
-186,347,3309
-163,347,3309
-141,351,3341
-119,354,3373
-95,354,3373
-72,357,3406
-49,365,3475
-25,368,3510
0,376,3583
-859,334,3406
-827,330,3373
-803,330,3373
-787,334,3406
-763,334,3406
-732,330,3373
-702,327,3341
-679,327,3341
-655,327,3341
-638,330,3373
-609,327,3341
-574,321,3277
-551,321,3277
-518,315,3216
-487,309,3157
-460,306,3129
-447,312,3186
-432,318,3246
-413,321,3277
-390,321,3277
-368,321,3277
-345,321,3277
-319,318,3246
-296,318,3246
-273,318,3246
-253,321,3277
-230,321,3277
-209,324,3309
-188,327,3341
-164,327,3341
-142,330,3373
-119,330,3373
-95,330,3373
-72,334,3406
-50,344,3510
-25,347,3546
0,355,3621
25,355,3621
-881,301,3309
-866,304,3341
-851,307,3373
-827,307,3373
-803,307,3373
-780,307,3373
-763,310,3406
-732,307,3373
-702,304,3341
-685,307,3373
-662,307,3373
-632,304,3341
-609,304,3341
-580,301,3309
-551,298,3277
-528,298,3277
-500,295,3246
-478,295,3246
-455,295,3246
-436,298,3277
-413,298,3277
-390,298,3277
-368,298,3277
-345,298,3277
-322,298,3277
-299,298,3277
-276,298,3277
-253,298,3277
-232,301,3309
-211,304,3341
-193,313,3440
-167,310,3406
-142,307,3373
-119,307,3373
-95,307,3373
0,333,3659
25,329,3621
51,333,3659
-895,275,3277
-881,278,3309
-866,280,3341
-842,280,3341
-819,280,3341
-803,283,3373
-780,283,3373
-763,286,3406
-732,283,3373
-709,283,3373
-685,283,3373
-662,283,3373
-632,280,3341
-603,278,3309
-580,278,3309
-551,275,3277
-528,275,3277
-505,275,3277
-482,275,3277
-459,275,3277
-436,275,3277
-413,275,3277
-390,275,3277
-368,275,3277
-345,275,3277
-322,275,3277
-299,275,3277
-276,275,3277
-255,278,3309
-234,280,3341
-215,286,3406
-195,292,3475
-169,289,3440
-144,286,3406
0,310,3698
25,310,3698
51,310,3698
-912,238,3101
-899,241,3129
-901,247,3216
-895,252,3277
-881,255,3309
-866,257,3341
-834,255,3309
-827,259,3373
-811,262,3406
-780,259,3373
-763,262,3406
-732,259,3373
-702,257,3341
-679,257,3341
-655,257,3341
-632,257,3341
-609,257,3341
-580,255,3309
-551,252,3277
-528,252,3277
-510,255,3309
-487,255,3309
-459,252,3277
-436,252,3277
-413,252,3277
-390,252,3277
-368,252,3277
-345,252,3277
-322,252,3277
-299,252,3277
-278,255,3309
-255,255,3309
-234,257,3341
-215,262,3406
-193,265,3440
-171,267,3475
-144,262,3406
0,288,3738
25,284,3698
51,284,3698
-891,217,3101
-885,221,3157
-887,227,3246
-881,231,3309
-883,238,3406
-780,236,3373
-756,236,3373
-732,236,3373
-702,234,3341
-679,234,3341
-655,234,3341
-638,236,3373
-614,236,3373
-585,234,3341
-556,231,3309
-528,229,3277
-510,231,3309
-487,231,3309
-459,229,3277
-436,229,3277
-413,229,3277
-390,229,3277
-368,229,3277
-345,229,3277
-325,231,3309
-302,231,3309
-278,231,3309
-258,234,3341
-234,234,3341
-215,238,3406
-195,243,3475
-171,243,3475
-145,241,3440
0,264,3779
26,261,3738
52,261,3738
78,261,3738
-907,199,3157
-893,200,3186
-749,210,3341
-732,212,3373
-709,212,3373
-685,212,3373
-662,212,3373
-638,212,3373
-614,212,3373
-585,210,3341
-556,208,3309
-533,208,3309
-510,208,3309
-487,208,3309
-464,208,3309
-436,206,3277
-413,206,3277
-390,206,3277
-368,206,3277
-345,206,3277
-325,208,3309
-302,208,3309
-278,208,3309
-258,210,3341
-239,214,3406
-217,216,3440
-197,221,3510
-172,221,3510
-148,221,3510
25,233,3698
52,235,3738
77,233,3698
-692,190,3406
-668,190,3406
-638,189,3373
-614,189,3373
-585,187,3341
-556,185,3309
-533,185,3309
-510,185,3309
-487,185,3309
-464,185,3309
-432,181,3246
-413,183,3277
-394,185,3309
-371,185,3309
-348,185,3309
-325,185,3309
-305,187,3341
-281,187,3341
-260,189,3373
-241,192,3440
-217,192,3440
-197,196,3510
-172,196,3510
-148,196,3510
-122,194,3475
-644,167,3406
-614,165,3373
-591,165,3373
-567,165,3373
-533,162,3309
-510,162,3309
-487,162,3309
-464,162,3309
-436,160,3277
-410,159,3246
-394,162,3309
-371,162,3309
-348,162,3309
-325,162,3309
-307,165,3373
-284,165,3373
-263,167,3406
-241,168,3440
-217,168,3440
-195,170,3475
-172,172,3510
-149,173,3546
-123,172,3510
-597,143,3406
-567,141,3373
-544,141,3373
-510,139,3309
-487,139,3309
-468,140,3341
-441,139,3309
-417,139,3309
-394,139,3309
-375,140,3341
-351,140,3341
-331,141,3373
-310,143,3406
-287,143,3406
-265,144,3440
-241,144,3440
-217,144,3440
-195,146,3475
-174,149,3546
-149,149,3546
-125,149,3546
-573,119,3406
-549,119,3406
-520,118,3373
-496,118,3373
-473,118,3373
-445,117,3341
-398,117,3341
-378,118,3373
-355,118,3373
-334,119,3406
-314,120,3440
-289,120,3440
-265,120,3440
-241,120,3440
-217,120,3440
-197,122,3510
-174,124,3546
-149,124,3546
-125,124,3546
-100,124,3546
-530,96,3440
-506,96,3440
-477,95,3406
-449,94,3373
-426,94,3373
-406,95,3406
-386,96,3440
-358,95,3406
-338,96,3440
-314,96,3440
-289,96,3440
-265,96,3440
-241,96,3440
-219,97,3475
-199,99,3546
-174,99,3546
-151,100,3583
-125,99,3546
-99,98,3510
-541,73,3510
-506,72,3440
-482,72,3440
-454,71,3406
-430,71,3406
-410,72,3440
-386,72,3440
-362,72,3440
-338,72,3440
-314,72,3440
-289,72,3440
-268,73,3475
-241,72,3440
-219,73,3475
-199,74,3546
-174,74,3546
-149,74,3546
-126,75,3583
-511,48,3475
-487,48,3475
-463,48,3475
-438,48,3475
-414,48,3475
-386,48,3440
-362,48,3440
-338,48,3440
-314,48,3440
-292,48,3475
-268,48,3475
-246,49,3510
-222,49,3510
-197,49,3510
-174,49,3546
-149,49,3546
-127,50,3621
-497,24,3546
-467,24,3510
-443,24,3510
-418,24,3510
-390,24,3475
-365,24,3475
-344,24,3510
-317,24,3475
-292,24,3475
-271,24,3510
-246,24,3510
-219,24,3475
-195,24,3475
-172,24,3510
-149,24,3546
-127,25,3621
-487,0,3309
-497,0,3546
-472,0,3546
-443,0,3510
-422,0,3546
-398,0,3546
-369,0,3510
-344,0,3510
-317,0,3475
-292,0,3475
