x,y,z
626,867,3440
631,842,3341
648,834,3309
665,826,3277
608,819,3341
625,811,3309
642,803,3277
665,803,3277
688,803,3277
590,803,3373
602,788,3309
619,780,3277
642,780,3277
665,780,3277
688,780,3277
718,788,3309
590,779,3373
602,765,3309
619,757,3277
642,757,3277
665,757,3277
688,757,3277
711,757,3277
572,763,3406
590,756,3373
602,741,3309
619,734,3277
642,734,3277
665,734,3277
688,734,3277
711,734,3277
584,725,3341
602,718,3309
619,711,3277
642,711,3277
665,711,3277
688,711,3277
711,711,3277
584,702,3341
602,695,3309
625,695,3309
642,688,3277
665,688,3277
688,688,3277
704,682,3246
572,692,3406
590,685,3373
602,672,3309
625,672,3309
642,665,3277
665,665,3277
688,665,3277
711,665,3277
590,661,3373
602,649,3309
625,649,3309
648,649,3309
665,642,3277
688,642,3277
711,642,3277
584,631,3341
602,625,3309
625,625,3309
642,619,3277
665,619,3277
688,619,3277
608,632,3475
613,614,3373
625,602,3309
648,602,3309
671,602,3309
708,614,3373
551,627,3583
570,621,3546
595,621,3546
608,608,3475
619,596,3406
637,590,3373
654,585,3341
684,590,3373
715,596,3406
746,602,3440
770,602,3440
510,584,3475
546,596,3546
570,596,3546
589,590,3510
602,578,3440
619,572,3406
643,572,3406
661,567,3373
691,572,3406
715,572,3406
746,578,3440
770,578,3440
794,578,3440
818,578,3440
471,571,3546
486,559,3475
515,565,3510
540,565,3510
565,565,3510
589,565,3510
602,554,3440
626,554,3440
643,548,3406
667,548,3406
691,548,3406
715,548,3406
739,548,3406
770,554,3440
794,554,3440
818,554,3440
842,554,3440
866,554,3440
446,546,3546
471,546,3546
491,541,3510
510,535,3475
535,535,3475
559,535,3475
583,535,3475
602,530,3440
626,530,3440
650,530,3440
674,530,3440
698,530,3440
722,530,3440
746,530,3440
762,524,3406
786,524,3406
818,530,3440
834,524,3406
866,530,3440
446,521,3546
471,521,3546
491,516,3510
510,511,3475
535,511,3475
559,511,3475
577,506,3440
602,506,3440
626,506,3440
650,506,3440
674,506,3440
691,501,3406
722,506,3440
746,506,3440
762,501,3406
786,501,3406
810,501,3406
842,506,3440
875,511,3475
891,506,3440
421,496,3546
