x,y,z
-310,818,3157
-285,811,3129
-266,818,3157
-310,796,3157
-288,796,3157
-266,796,3157
-244,796,3157
-224,803,3186
-332,774,3157
-310,774,3157
-285,767,3129
-263,767,3129
-244,774,3157
-222,774,3157
-201,781,3186
-179,781,3186
-332,752,3157
-310,752,3157
-288,752,3157
-266,752,3157
-244,752,3157
-222,752,3157
-201,758,3186
-181,766,3216
-357,736,3186
-332,729,3157
-310,729,3157
-288,729,3157
-266,729,3157
-244,729,3157
-222,729,3157
-201,736,3186
-181,743,3216
-357,714,3186
-335,714,3186
-310,707,3157
-288,707,3157
-266,707,3157
-244,707,3157
-224,714,3186
-201,714,3186
-179,714,3186
-357,691,3186
-335,691,3186
-310,685,3157
-288,685,3157
-266,685,3157
-246,691,3186
-224,691,3186
-201,691,3186
-179,691,3186
-361,675,3216
-335,669,3186
-310,663,3157
-290,669,3186
-268,669,3186
-246,669,3186
-224,669,3186
-203,675,3216
-179,669,3186
-335,647,3186
-313,647,3186
-290,647,3186
-271,653,3216
-248,653,3216
-226,653,3216
-203,653,3216
-335,624,3186
-313,624,3186
-293,630,3216
-271,630,3216
-248,630,3216
-228,636,3246
-205,636,3246
-338,608,3216
-319,614,3246
-293,608,3216
-271,608,3216
-250,614,3246
-230,619,3277
-209,625,3309
-186,625,3309
-345,596,3277
-322,596,3277
-296,591,3246
-271,585,3216
-250,591,3246
-230,596,3277
-209,602,3309
-186,602,3309
-358,596,3406
-325,579,3309
-299,573,3277
-276,573,3277
-253,573,3277
-232,579,3309
-209,579,3309
-186,579,3309
-161,573,3277
-137,568,3246
-386,578,3440
-358,572,3406
-331,567,3373
-302,556,3309
-278,556,3309
-255,556,3309
-232,556,3309
-209,556,3309
-184,551,3277
-161,551,3277
-137,545,3246
-114,545,3246
-93,556,3309
-410,554,3440
-382,548,3406
-358,548,3406
-331,543,3373
-307,543,3373
-281,538,3341
-255,533,3309
-230,528,3277
-207,528,3277
-186,533,3309
-161,528,3277
-137,523,3246
-114,523,3246
-92,528,3277
-69,528,3277
-47,533,3309
-418,541,3510
-386,530,3440
-355,519,3373
-328,514,3341
-307,519,3373
-278,510,3309
-255,510,3309
-230,505,3277
-207,505,3277
-186,510,3309
-160,500,3246
-137,500,3246
-115,505,3277
-91,500,3246
-69,505,3277
-46,505,3277
-23,495,3216
-414,511,3475
-382,501,3406
-351,491,3341
-325,486,3309
-302,486,3309
-276,482,3277
-255,486,3309
-232,486,3309
-207,482,3277
-184,482,3277
-161,482,3277
-137,477,3246
-115,482,3277
-91,477,3246
-69,477,3246
-46,482,3277
-23,482,3277
-447,496,3546
-410,482,3440
-378,472,3373
-348,463,3309
-325,463,3309
-302,463,3309
-278,463,3309
-253,459,3277
-230,459,3277
-207,459,3277
-184,459,3277
-161,459,3277
-137,454,3246
-114,454,3246
-91,454,3246
-69,454,3246
-46,459,3277
-23,459,3277
0,463,3309
-410,457,3440
-378,448,3373
-358,453,3406
-328,444,3341
-302,440,3309
-276,436,3277
-253,436,3277
-230,436,3277
-207,436,3277
-184,436,3277
-160,432,3246
-138,436,3277
-115,436,3277
-92,436,3277
-69,436,3277
-46,436,3277
-23,436,3277
0,436,3277
-406,429,3406
-382,429,3406
-355,425,3373
-328,421,3341
-302,417,3309
-276,413,3277
-253,413,3277
-230,413,3277
-207,413,3277
-184,413,3277
-160,409,3246
-138,413,3277
-115,413,3277
-92,413,3277
-69,413,3277
-46,413,3277
-23,413,3277
0,413,3277
23,417,3309
-406,405,3406
-378,401,3373
-355,401,3373
-331,401,3373
-302,394,3309
-276,390,3277
-253,390,3277
-230,390,3277
-207,390,3277
-184,390,3277
-160,386,3246
-138,390,3277
-115,390,3277
-92,390,3277
-69,390,3277
-46,386,3246
-23,390,3277
0,390,3277
23,394,3309
46,397,3341
-406,381,3406
-378,378,3373
-358,381,3406
-331,378,3373
-302,370,3309
-276,367,3277
-253,367,3277
-230,367,3277
-207,367,3277
-184,367,3277
-161,367,3277
-138,367,3277
-116,370,3309
-93,370,3309
-69,367,3277
-46,367,3277
-23,363,3246
0,363,3246
23,370,3309
46,374,3341
-406,357,3406
-382,357,3406
-355,354,3373
-328,351,3341
-302,347,3309
-276,344,3277
-253,344,3277
-230,344,3277
-207,344,3277
-186,347,3309
-163,347,3309
-138,344,3277
-116,347,3309
-93,347,3309
-71,351,3341
-46,344,3277
-23,344,3277
0,347,3309
23,347,3309
46,347,3309
70,351,3341
-434,337,3440
-406,334,3406
-382,334,3406
-351,327,3341
-325,324,3309
-299,321,3277
-276,321,3277
-253,321,3277
-230,321,3277
-209,324,3309
-186,324,3309
-163,324,3309
-139,324,3309
-116,324,3309
-93,324,3309
-71,327,3341
-46,321,3277
-23,321,3277
0,324,3309
23,324,3309
46,324,3309
70,327,3341
92,324,3309
-434,313,3440
-406,310,3406
-378,307,3373
-351,304,3341
-325,301,3309
-302,301,3309
-278,301,3309
-255,301,3309
-232,301,3309
-209,301,3309
-188,304,3341
-163,301,3309
-139,301,3309
-116,301,3309
-93,301,3309
-71,304,3341
-47,301,3309
-23,298,3277
0,301,3309
23,301,3309
46,304,3341
70,304,3341
93,304,3341
-430,286,3406
-406,286,3406
-378,283,3373
-351,280,3341
-325,278,3309
-299,275,3277
-278,278,3309
-255,278,3309
-232,278,3309
-209,278,3309
-188,280,3341
-163,278,3309
-139,278,3309
-117,280,3341
-93,278,3309
-71,280,3341
-47,280,3341
-23,275,3277
0,278,3309
23,280,3341
46,280,3341
70,280,3341
92,278,3309
115,278,3309
-434,265,3440
-402,259,3373
-378,259,3373
-355,259,3373
-328,257,3341
-302,255,3309
-278,255,3309
-255,255,3309
-232,255,3309
-209,255,3309
-186,255,3309
-163,255,3309
-141,257,3341
-119,259,3373
-94,257,3341
-71,259,3373
-48,262,3406
-24,257,3341
0,255,3309
23,259,3373
46,257,3341
69,255,3309
92,255,3309
114,252,3277
-498,261,3738
-447,248,3546
-406,238,3406
-378,236,3373
-355,236,3373
-331,236,3373
-302,231,3309
-278,231,3309
-255,231,3309
-232,231,3309
-211,234,3341
-188,234,3341
-164,234,3341
-142,236,3373
-119,236,3373
-95,236,3373
-72,238,3406
-48,238,3406
46,231,3309
69,231,3309
91,229,3277
114,229,3277
137,229,3277
-492,233,3698
-452,225,3583
-406,214,3406
-375,210,3341
-351,210,3341
-328,210,3341
-302,208,3309
-278,208,3309
-255,208,3309
-232,208,3309
-209,208,3309
-188,210,3341
-164,210,3341
-142,212,3373
-119,212,3373
-95,212,3373
-72,214,3406
-48,214,3406
68,206,3277
90,204,3246
113,204,3246
-492,207,3698
-452,200,3583
-402,189,3373
-375,187,3341
-351,187,3341
-328,187,3341
-305,187,3341
-278,185,3309
-258,187,3341
-232,185,3309
-209,185,3309
-186,185,3309
-164,187,3341
-142,189,3373
-117,187,3341
