x,y,z
-581,473,3073
-565,477,3101
-641,464,3157
-614,460,3129
-587,456,3101
-565,456,3101
-548,460,3129
-526,460,3129
-504,460,3129
-658,438,3129
-630,434,3101
-608,434,3101
-581,430,3073
-560,430,3073
-538,430,3073
-521,434,3101
-504,438,3129
-664,420,3157
-636,416,3129
-603,409,3073
-581,409,3073
-560,409,3073
-538,409,3073
-521,412,3101
-500,412,3101
-482,416,3129
-664,398,3157
-636,394,3129
-603,387,3073
-581,387,3073
-560,387,3073
-538,387,3073
-517,387,3073
-495,387,3073
-482,394,3129
-456,391,3101
-636,372,3129
-603,366,3073
-581,366,3073
-560,366,3073
-538,366,3073
-517,366,3073
-495,366,3073
-487,376,3157
-465,376,3157
-636,350,3129
-603,344,3073
-581,344,3073
-560,344,3073
-538,344,3073
-517,344,3073
-504,350,3129
-487,353,3157
-465,353,3157
-459,367,3277
-441,370,3309
-390,367,3277
-368,367,3277
-345,367,3277
-325,370,3309
-302,370,3309
-276,367,3277
-255,370,3309
-232,370,3309
-608,325,3101
-581,322,3073
-560,322,3073
-538,322,3073
-521,325,3101
-504,328,3129
-482,328,3129
-469,334,3186
-455,341,3246
-432,341,3246
-410,341,3246
-390,344,3277
-368,344,3277
-345,344,3277
-322,344,3277
-299,344,3277
-276,344,3277
-253,344,3277
-232,347,3309
-207,344,3277
-186,347,3309
-164,351,3341
-142,354,3373
-120,357,3406
-97,361,3440
-795,337,3440
-692,334,3406
-637,318,3246
-592,306,3129
-565,304,3101
-543,304,3101
-521,304,3101
-504,306,3129
-482,306,3129
-473,315,3216
-455,318,3246
-432,318,3246
-410,318,3246
-387,318,3246
-364,318,3246
-345,321,3277
-319,318,3246
-293,315,3216
-273,318,3246
-253,321,3277
-230,321,3277
-209,324,3309
-186,324,3309
-163,324,3309
-144,334,3406
-120,334,3406
-96,334,3406
-72,334,3406
-874,307,3373
-859,310,3406
-835,310,3406
-819,313,3440
-795,313,3440
-771,313,3440
-740,310,3406
-716,310,3406
-692,310,3406
-662,307,3373
-603,290,3186
-575,287,3157
-543,282,3101
-521,282,3101
-504,284,3129
-482,284,3129
-469,290,3186
-455,295,3246
-432,295,3246
-410,295,3246
-383,292,3216
-361,292,3216
-341,295,3246
-319,295,3246
-293,292,3216
-271,292,3216
-253,298,3277
-230,298,3277
-209,301,3309
-186,301,3309
-163,301,3309
-142,307,3373
-119,307,3373
-95,307,3373
-72,310,3406
-49,313,3440
-25,313,3440
-895,275,3277
-889,280,3341
-883,286,3406
-859,286,3406
-835,286,3406
-819,289,3440
-795,289,3440
-771,289,3440
-740,286,3406
-716,286,3406
-692,286,3406
-668,286,3406
-632,280,3341
-586,270,3216
-553,265,3157
-526,263,3129
-504,263,3129
-491,267,3186
-473,270,3216
-455,272,3246
-432,272,3246
-406,270,3216
-383,270,3216
-361,270,3216
-341,272,3246
-319,272,3246
-296,272,3246
-273,272,3246
-253,275,3277
-230,275,3277
-209,278,3309
-186,278,3309
-163,278,3309
-141,280,3341
-119,283,3373
-95,283,3373
-73,289,3440
-49,289,3440
-25,292,3475
0,298,3546
-951,243,3157
-920,241,3129
-907,243,3157
-909,250,3246
-904,255,3309
-898,259,3373
-883,262,3406
-859,262,3406
-835,262,3406
-819,265,3440
-795,265,3440
-771,265,3440
-740,262,3406
-716,262,3406
-685,259,3373
-662,259,3373
-638,259,3373
-603,255,3309
-563,247,3216
-531,243,3157
-509,243,3157
-500,250,3246
-478,250,3246
-455,250,3246
-432,250,3246
-406,247,3216
-383,247,3216
-364,250,3246
-345,252,3277
-322,252,3277
-296,250,3246
-276,252,3277
-253,252,3277
-230,252,3277
-209,255,3309
-186,255,3309
-163,255,3309
-141,257,3341
-119,259,3373
-96,262,3406
-73,265,3440
-49,267,3475
-25,267,3475
0,273,3546
24,270,3510
-969,225,3216
-946,225,3216
-915,223,3186
-909,227,3246
-904,231,3309
-898,236,3373
-883,238,3406
-859,238,3406
-835,238,3406
-811,238,3406
-787,238,3406
-771,241,3440
-740,238,3406
-716,238,3406
-692,238,3406
-662,236,3373
-638,236,3373
-609,234,3341
-580,231,3309
-541,225,3216
-513,223,3186
-500,227,3246
-482,229,3277
-459,229,3277
-436,229,3277
-410,227,3246
-387,227,3246
-368,229,3277
-345,229,3277
-322,229,3277
-299,229,3277
-276,229,3277
-255,231,3309
-232,231,3309
-211,234,3341
-188,234,3341
-163,231,3309
-141,234,3341
-119,236,3373
-96,238,3406
-73,241,3440
-49,241,3440
-25,248,3546
0,251,3583
24,248,3546
50,253,3621
-946,202,3216
-924,202,3216
-909,204,3246
-913,210,3341
-907,214,3406
-883,214,3406
-787,214,3406
-763,214,3406
-740,214,3406
-723,216,3440
-692,214,3406
-662,212,3373
-638,212,3373
-609,210,3341
-580,208,3309
-551,206,3277
-528,206,3277
-505,206,3277
-482,206,3277
-459,206,3277
-436,206,3277
-410,204,3246
-387,204,3246
-368,206,3277
-345,206,3277
-322,206,3277
-299,206,3277
