x,y,z
755,827,3373
764,811,3309
787,811,3309
810,811,3309
833,811,3309
848,803,3277
739,811,3406
748,795,3341
764,788,3309
787,788,3309
810,788,3309
833,788,3309
857,788,3309
888,795,3341
731,779,3373
748,772,3341
771,772,3341
787,765,3309
810,765,3309
833,765,3309
857,765,3309
871,757,3277
903,765,3309
731,756,3373
748,749,3341
764,741,3309
779,734,3277
810,741,3309
833,741,3309
848,734,3277
871,734,3277
894,734,3277
731,732,3373
741,718,3309
764,718,3309
787,718,3309
810,718,3309
833,718,3309
848,711,3277
880,718,3309
912,725,3341
722,723,3440
731,708,3373
741,695,3309
764,695,3309
787,695,3309
810,695,3309
825,688,3277
857,695,3309
880,695,3309
903,695,3309
708,685,3373
731,685,3373
748,678,3341
771,678,3341
787,672,3309
810,672,3309
825,665,3277
857,672,3309
888,678,3341
903,672,3309
731,661,3373
755,661,3373
764,649,3309
787,649,3309
810,649,3309
833,649,3309
848,642,3277
888,655,3341
739,644,3406
755,638,3373
779,638,3373
787,625,3309
810,625,3309
833,625,3309
857,625,3309
880,625,3309
903,625,3309
762,620,3406
779,614,3373
787,602,3309
810,602,3309
841,608,3341
865,608,3341
880,602,3309
903,602,3309
926,602,3309
949,602,3309
963,596,3277
755,590,3373
779,590,3373
802,590,3373
826,590,3373
841,585,3341
865,585,3341
888,585,3341
903,579,3309
917,573,3277
940,573,3277
936,558,3186
959,558,3186
981,558,3186
994,552,3157
802,567,3373
826,567,3373
841,561,3341
865,561,3341
880,556,3309
894,551,3277
908,545,3246
914,535,3186
936,535,3186
959,535,3186
981,535,3186
1003,535,3186
1025,535,3186
850,543,3373
865,538,3341
880,533,3309
894,528,3277
900,518,3216
914,513,3186
936,513,3186
950,508,3157
981,513,3186
1003,513,3186
1025,513,3186
1058,518,3216
858,524,3406
857,510,3309
871,505,3277
886,500,3246
900,495,3216
914,491,3186
936,491,3186
959,491,3186
972,486,3157
994,486,3157
1025,491,3186
1058,495,3216
834,501,3406
850,496,3373
857,486,3309
871,482,3277
886,477,3246
892,468,3186
906,464,3157
936,468,3186
959,468,3186
972,464,3157
994,464,3157
1016,464,3157
1048,468,3186
810,477,3406
