x,y,z
906,840,3157
919,833,3129
933,825,3101
963,833,3129
906,818,3157
919,811,3129
933,803,3101
955,803,3101
985,811,3129
998,803,3101
884,796,3157
906,796,3157
928,796,3157
933,782,3101
955,782,3101
985,789,3129
1007,789,3129
1029,789,3129
876,767,3129
898,767,3129
919,767,3129
925,753,3073
946,753,3073
985,767,3129
998,760,3101
1029,767,3129
876,745,3129
890,738,3101
903,732,3073
925,732,3073
946,732,3073
976,738,3101
998,738,3101
1029,745,3129
861,729,3157
884,729,3157
881,710,3073
903,710,3073
925,710,3073
955,716,3101
968,710,3073
998,716,3101
1029,723,3129
861,707,3157
876,701,3129
890,695,3101
911,695,3101
925,688,3073
955,695,3101
976,695,3101
998,695,3101
1020,695,3101
861,685,3157
884,685,3157
898,679,3129
919,679,3129
941,679,3129
963,679,3129
976,673,3101
998,673,3101
1029,679,3129
884,663,3157
898,657,3129
919,657,3129
941,657,3129
955,651,3101
976,651,3101
998,651,3101
1020,651,3101
914,647,3186
928,641,3157
941,635,3129
955,630,3101
976,630,3101
1007,635,3129
1029,635,3129
919,613,3129
933,608,3101
955,608,3101
976,608,3101
1007,613,3129
1038,619,3157
1051,613,3129
1063,608,3101
919,591,3129
933,586,3101
963,591,3129
985,591,3129
1016,597,3157
1038,597,3157
1060,597,3157
1073,591,3129
1085,586,3101
1097,581,3073
1118,581,3073
959,580,3186
972,575,3157
994,575,3157
1016,575,3157
1038,575,3157
1051,569,3129
1063,564,3101
1085,564,3101
1097,559,3073
1108,554,3046
1130,554,3046
1151,554,3046
968,563,3216
981,558,3186
994,552,3157
1016,552,3157
1038,552,3157
1041,543,3101
1054,538,3073
1075,538,3073
1097,538,3073
1108,533,3046
1130,533,3046
1151,533,3046
1183,538,3073
963,551,3277
986,551,3277
981,535,3186
994,530,3157
1007,526,3129
1029,526,3129
1051,526,3129
1054,516,3073
1075,516,3073
1087,512,3046
1098,507,3019
1120,507,3019
1141,507,3019
1172,512,3046
1204,516,3073
949,533,3309
963,528,3277
977,523,3246
981,513,3186
994,508,3157
1007,504,3129
1020,499,3101
1041,499,3101
1054,495,3073
1075,495,3073
1087,490,3046
1098,486,3019
1120,486,3019
1151,490,3046
1162,486,3019
1183,486,3019
958,514,3341
963,505,3277
977,500,3246
981,491,3186
985,482,3129
1007,482,3129
1020,477,3101
1032,473,3073
1054,473,3073
1066,469,3046
1087,469,3046
1108,469,3046
1120,465,3019
1141,465,3019
1162,465,3019
1183,465,3019
953,501,3406
949,486,3309
963,482,3277
977,477,3246
981,468,3186
985,460,3129
1007,460,3129
1011,452,3073
1032,452,3073
1044,448,3046
