x,y,z
617,762,2942
638,762,2942
664,769,2967
685,769,2967
591,761,3019
602,748,2967
617,742,2942
638,742,2942
659,742,2942
679,742,2942
700,742,2942
581,727,2967
597,721,2942
617,721,2942
638,721,2942
659,721,2942
679,721,2942
700,721,2942
720,721,2942
565,712,2993
581,706,2967
602,706,2967
617,700,2942
638,700,2942
659,700,2942
679,700,2942
700,700,2942
720,700,2942
554,704,3046
570,697,3019
581,685,2967
597,680,2942
617,680,2942
633,674,2917
659,680,2942
673,674,2917
694,674,2917
720,680,2942
554,682,3046
570,676,3019
581,665,2967
597,659,2942
617,659,2942
638,659,2942
659,659,2942
673,653,2917
694,653,2917
720,659,2942
554,661,3046
570,655,3019
586,650,2993
602,644,2967
617,638,2942
638,638,2942
659,638,2942
679,638,2942
694,633,2917
720,638,2942
741,638,2942
554,640,3046
570,634,3019
581,623,2967
602,623,2967
617,618,2942
638,618,2942
659,618,2942
679,618,2942
700,618,2942
720,618,2942
741,618,2942
570,613,3019
586,608,2993
602,602,2967
623,602,2967
638,597,2942
659,597,2942
679,597,2942
700,597,2942
720,597,2942
735,592,2917
768,602,2967
575,597,3046
597,597,3046
602,582,2967
623,582,2967
643,582,2967
659,577,2942
679,577,2942
694,572,2917
714,572,2917
723,562,2869
743,562,2869
769,567,2893
575,576,3046
597,576,3046
612,571,3019
623,561,2967
643,561,2967
664,561,2967
685,561,2967
682,542,2869
691,533,2822
699,525,2777
724,529,2799
750,533,2822
770,533,2822
796,538,2845
597,554,3046
618,554,3046
634,549,3019
649,545,2993
664,540,2967
657,518,2845
666,509,2799
680,505,2777
694,501,2754
719,505,2777
738,505,2777
758,505,2777
790,514,2822
816,518,2845
602,538,3073
618,533,3046
634,528,3019
649,524,2993
653,510,2917
646,490,2799
660,486,2777
674,482,2754
694,482,2754
713,482,2754
732,482,2754
751,482,2754
783,490,2799
809,494,2822
836,498,2845
856,498,2845
623,498,2967
643,498,2967
637,478,2845
641,466,2777
655,463,2754
674,463,2754
688,459,2733
707,459,2733
732,463,2754
751,463,2754
771,463,2754
797,466,2777
829,474,2822
863,482,2869
612,454,2822
622,447,2777
636,443,2754
655,443,2754
674,443,2754
688,440,2733
702,436,2711
727,440,2733
751,443,2754
771,443,2754
790,443,2754
816,447,2777
849,454,2822
607,431,2799
622,428,2777
631,421,2733
650,421,2733
669,421,2733
688,421,2733
702,417,2711
727,421,2733
746,421,2733
771,424,2754
790,424,2754
816,428,2777
849,434,2822
876,438,2845
911,445,2893
607,411,2799
616,405,2754
631,402,2733
650,402,2733
664,398,2711
688,402,2733
702,398,2711
721,398,2711
751,405,2754
771,405,2754
790,405,2754
809,405,2754
835,408,2777
876,418,2845
911,425,2893
602,389,2777
616,385,2754
631,382,2733
645,379,2711
664,379,2711
683,379,2711
707,382,2733
721,379,2711
746,382,2733
771,385,2754
790,385,2754
809,385,2754
835,389,2777
869,395,2822
903,402,2869
947,412,2942
602,369,2777
612,363,2733
621,358,2690
640,358,2690
659,358,2690
677,358,2690
696,358,2690
721,360,2711
746,363,2733
771,366,2754
797,369,2777
816,369,2777
835,369,2777
869,375,2822
888,375,2822
939,388,2917
602,350,2777
612,344,2733
621,339,2690
640,339,2690
659,339,2690
677,339,2690
696,339,2690
721,341,2711
746,344,2733
771,347,2754
790,347,2754
809,347,2754
835,350,2777
862,352,2799
888,355,2822
931,364,2893
976,374,2967
597,328,2754
607,322,2711
621,320,2690
640,320,2690
659,320,2690
677,320,2690
691,317,2669
715,320,2690
746,325,2733
771,328,2754
790,328,2754
809,328,2754
835,330,2777
855,330,2777
888,336,2822
923,341,2869
959,347,2917
578,308,2754
588,303,2711
602,301,2690
621,301,2690
640,301,2690
659,301,2690
672,299,2669
691,299,2669
715,301,2690
746,306,2733
771,308,2754
790,308,2754
809,308,2754
828,308,2754
855,311,2777
881,313,2799
923,321,2869
976,332,2967
1023,341,3046
578,289,2754
588,284,2711
607,284,2711
621,282,2690
640,282,2690
653,280,2669
672,280,2669
691,280,2669
715,282,2690
751,289,2754
771,289,2754
790,289,2754
809,289,2754
835,291,2777
855,291,2777
888,296,2822
939,306,2917
976,311,2967
1014,317,3019
1035,317,3019
578,270,2754
593,268,2733
607,265,2711
621,263,2690
640,263,2690
653,261,2669
672,261,2669
691,261,2669
715,263,2690
751,270,2754
771,270,2754
790,270,2754
809,270,2754
835,272,2777
869,276,2822
896,279,2845
939,286,2917
967,288,2942
996,291,2967
592,257,2822
602,252,2777
612,248,2733
621,245,2690
640,245,2690
653,243,2669
672,243,2669
691,243,2669
721,246,2711
751,250,2754
771,250,2754
790,250,2754
809,250,2754
835,252,2777
862,254,2799
896,259,2845
923,261,2869
959,265,2917
988,267,2942
578,231,2754
597,231,2754
602,226,2690
616,224,2669
635,224,2669
649,222,2649
672,224,2669
691,224,2669
727,229,2733
751,231,2754
771,231,2754
790,231,2754
816,233,2777
835,233,2777
862,235,2799
896,239,2845
923,241,2869
959,245,2917
996,249,2967
569,208,2711
583,207,2690
597,205,2669
611,204,2649
635,205,2669
653,205,2669
672,205,2669
702,208,2711
732,212,2754
751,212,2754
771,212,2754
790,212,2754
809,212,2754
828,212,2754
855,214,2777
888,217,2822
931,222,2893
959,224,2917
988,226,2942
546,188,2690
564,188,2690
579,186,2669
593,185,2649
611,185,2649
635,186,2669
653,186,2669
677,188,2690
707,191,2733
732,192,2754
751,192,2754
771,192,2754
790,192,2754
809,192,2754
828,192,2754
855,194,2777
881,196,2799
931,202,2893
959,204,2917
980,204,2917
527,169,2690
541,168,2669
